genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan,bmi
68.6183516483517,171.0,151.330941621886,1.5,8.8,1.0,12.2,64.8674157303371,46.1016058693084
85.5,186.0,61.9,3.3,12.6,1.9,5.1,84.2,17.8922418776737
76.2,187.0,69.9,0.9,13.8,0.7,4.4,73.5,19.9891332322915
84.6,202.0,64.6,1.7,13.8,0.5,5.3,82.0,15.8317811979218
82.1,188.0,113.7,1.4,19.4,3.5,5.1,77.2,32.1695337256677
81.4,173.0,81.5,2.6,2.2,1.7,4.8,82.4,27.2311136356043
84.1,182.0,62.5,2.5,3.5,2.4,11.6,84.4,18.8684941432194
87.2,166.0,94.5,1.6,6.5,0.9,10.6,85.2,34.2938017128756
77.7,182.0,134.6,1.4,2.0,2.8,6.3,75.7,40.6351889868373
81.9,178.0,98.8,2.7,9.5,3.3,1.7,79.5,31.1829314480495
90.7,178.0,73.3,2.8,1.2,1.4,9.7,91.3,23.1347052139881
74.3,197.0,104.5,2.7,14.7,2.8,8.9,72.9,26.926743796542
88.2,193.0,124.5,2.1,3.1,1.2,4.9,88.4,33.4237160729147
79.9,186.0,67.7,2.4,12.6,1.4,7.3,78.5,19.568736270089
81.4,186.0,54.7,3.8,7.8,0.1,4.0,83.2,15.8110764250202
79.2,187.0,87.9,2.2,15.7,3.9,5.9,74.1,25.136549515285
79.3,170.0,82.9,2.7,2.3,1.7,12.4829548229548,78.9,28.6851211072664
77.6,189.0,69.2,2.8,8.4,1.2,5.6,76.4,19.3723579966966
77.4,201.0,145.0,2.4,1.6,4.9,5.2,76.7,35.8902007376055
76.2,190.0,61.0,1.3,1.0,4.1,3.3,75.3,16.8975069252078
82.6,172.0,60.6,2.1,18.9,1.2,6.9,79.3,20.4840454299621
68.6183516483517,180.0,80.1,3.6,12.2,3.5,8.4,64.8674157303371,24.7222222222222
82.3,178.0,67.2,4.7,11.9,1.2,3.4,80.9,21.2094432521146
83.3,192.0,116.0,3.9,12.6,1.3,2.0,83.0,31.4670138888889
84.3,179.0,89.8,1.9,12.9,4.7,3.1,80.3,28.0265909303705
81.5,210.880283410701,65.6,2.3,11.2,6.0,9.0,78.8,14.4592122374308
84.6,185.0,80.2,1.0,0.6,2.3,9.2,83.7,23.4331628926224
69.0,190.0,124.8,1.5,2.6,0.3,8.6,68.2,34.5706371191136
95.9183516483517,182.0,99.7,1.0,14.5,0.8,2.9,95.4674157303371,30.0990218572636
77.0,182.0,79.4,0.9,16.4,0.4,7.2,71.0,23.9705349595459
86.1,175.0,67.0,0.3,9.8,3.7,3.5,83.1,21.8775510204082
80.6,199.0,53.9,0.7,3.3,0.5,2.5,79.8,13.6107674048635
89.5,171.0,64.7,2.3,7.6,1.3,9.3,88.8,22.1264662631237
81.0,201.0,76.2,1.5,1.8,1.3,8.8,81.4,18.8609192841761
84.9,210.880283410701,132.9,1.3,18.9,1.2,3.8,79.1,29.5701317194731
95.9183516483517,182.0,92.9,3.6,17.8,4.2,5.5,92.3,28.0461296944813
71.4,179.0,131.3,2.3,0.4,1.0,8.3,70.7,40.9787459817109
92.8,162.0,88.8,1.2,16.4,2.1,5.2,88.2,33.8363054412437
76.3,194.0,72.1,0.8,2.8,2.5,9.0,74.5,19.1571899245403
79.4,197.0,55.5,1.7,4.3,5.1,7.2,77.9,14.3008065139529
74.1,183.0,96.1,4.4,5.8,3.8,5.3,75.4,28.6959897279704
80.5,173.0,129.3,2.0,5.9,1.7,2.9,78.3,43.2022453139096
83.6,185.0,123.2,1.0,4.5,2.3,1.7,81.4,35.9970781592403
68.8,173.0,85.8,2.1,6.0,1.6,6.2,67.7,28.6678472384644
79.1,198.0,142.9,2.4,4.3,3.3,4.2,77.7,36.450362207938
83.3,179.0,81.3,1.3,8.2,3.1,8.0,81.2,25.3737398957586
85.2,185.0,82.9,1.6,8.5,1.1,5.0,82.3,24.2220598977356
82.4,198.0,151.330941621886,2.5,2.8,1.8,7.1,81.3,39.1796755433119
81.9,179.0,59.9,1.2,4.2,5.5,5.0,80.5,18.6947972909709
91.3,210.880283410701,59.7,4.1,18.3,0.7,6.8,91.8,13.2831968672125
80.0,189.0,72.6,0.6,19.4,0.5,5.2,75.2,20.3241790543378
81.3,171.0,82.9,4.4,1.7,4.4,4.7,83.0,28.3506036045279
78.8,190.0,113.6,3.7,1.6,4.4,11.2,80.2,31.4681440443213
91.8,183.0,58.2,2.0,0.3,0.8,7.6,92.4,17.3788408134014
75.4,183.0,65.7,2.9,0.3,5.7,4.3,75.6,19.6183821553346
85.2,187.0,95.8,2.3,0.3,1.4,2.8,86.1,27.3956933283766
87.6,188.0,51.9,1.6,20.6,0.6,6.5,82.9,14.6842462652784
73.5,210.880283410701,52.4,2.5,19.6,4.3,7.0,69.6,11.7697266458525
80.0,198.0,144.7,1.4,1.9,4.6,7.5,78.7,36.9094990307112
77.8,184.0,53.9,4.95212454212454,14.8,5.1,1.1,78.2,15.9203686200378
93.1,191.0,78.1,0.8,5.6,0.6,5.0,91.9,21.4084043748801
75.1,202.0,137.7,2.1,5.8,0.7,5.9,74.6,33.7466915008333
85.2,179.0,116.6,1.6,0.1,1.1,9.5,84.8,36.3908741924409
73.6,170.0,102.7,1.8,0.1,4.5,4.4,73.0,35.5363321799308
93.4,173.0,73.3,1.6,7.2,4.4,4.1,91.6,24.4912960673594
73.4,194.0,99.3,0.8,0.4,4.1,10.1,72.7,26.384312891912
84.2,178.0,75.0,4.1,11.5,0.9,8.8,84.2,23.6712536295922
77.2,177.0,67.9,1.0,11.8,0.8,7.5,73.4,21.6732101248045
77.6,188.0,94.2,2.4,20.4,0.7,6.7,75.3,26.6523313716614
80.6,202.0,80.6,2.8,13.5,0.5,6.5,79.2,19.7529653955495
82.6,176.0,90.4,2.2,18.8,3.0,4.7,80.6,29.1838842975207
93.9,189.0,87.8,1.3,0.0,6.0,4.3,93.1,24.5793790767336
83.5,167.0,93.7,2.2,5.4,5.5,5.0,83.2,33.5974757072681
95.2,207.0,109.3,4.6,16.5,0.3,5.7,93.6,25.508179887512
93.8,174.0,107.1,0.3,15.0,3.2,9.1,87.9,35.3745541022592
82.5,201.0,96.6,1.6,9.4,4.9,11.9,77.7,23.9102992500186
78.8,166.0,105.4,1.6,16.0,4.3,5.2,73.4,38.2493830744665
70.6,174.0,61.9,0.6,8.9,0.5,7.3,67.7,20.4452371515392
76.7,204.0,95.1,1.2,4.6,1.4,8.6,75.4,22.8517877739331
80.9,157.0,112.7,4.0,10.2,4.9,10.7,77.4,45.7219359811757
95.8,173.0,55.2,1.4,11.0,1.1,6.4,94.0,18.4436499715995
74.1,207.0,81.9,1.0,18.1,3.6,6.1,68.8,19.1136315900021
75.9,200.0,101.0,1.8,0.0,0.4,1.7,77.3,25.25
87.8,162.0,66.9,4.1,14.5,1.6,4.6,86.2,25.4915409236397
81.9,164.0,108.2,1.7,1.7,0.8,7.5,80.7,40.2290303390839
77.3,201.0,107.4,2.4,2.1,5.1,10.9,77.4,26.5835004084057
86.1,209.0,57.1,3.7,19.0,3.9,8.9,80.0,13.0720450539136
76.0,189.0,116.2,1.8,10.0,0.7,3.3,72.6,32.5298843817362
85.0,191.0,96.5,2.8,1.6,0.3,6.9,85.2,26.4521257640964
87.0,200.0,98.2,3.6,6.5,4.7,4.6,86.8,24.55
89.7,168.0,121.0,2.3,13.4,1.1,6.7,83.5,42.8713151927438
80.3,180.0,108.3,3.5,20.2,0.4,6.9,76.0,33.4259259259259
89.8,186.0,62.9,3.4,16.8,0.5,5.0,89.8,18.1812926349867
76.8,187.0,60.0,4.95212454212454,2.8,0.5,6.8,79.3,17.158054276645
92.7,183.0,82.4,1.5,3.3,1.3,7.4,92.0,24.6050942100391
81.9,181.0,151.330941621886,1.4,8.4,0.3,12.4829548229548,76.2,46.1016058693084
74.2,174.0,72.0,4.0,8.3,5.0,7.6,71.9,23.7812128418549
79.7,170.0,88.9,2.2,21.5,4.7,5.7,74.9,30.7612456747405
79.2,183.0,71.0,3.2,6.1,5.4,5.2,78.6,21.2009913703007
80.0,178.0,62.6,4.0,15.6,0.6,4.2,79.8,19.757606362833
68.6183516483517,174.0,95.3,1.4,1.7,1.5,9.9,64.8674157303371,31.4770775531774
94.2,184.0,63.1,2.9,18.6,0.5,8.5,91.3,18.6377599243856
73.0,193.0,119.3,2.2,4.2,0.3,11.6,73.1,32.0277054417568
83.2,195.0,95.0,1.0,4.4,5.8,6.5,81.9,24.9835634451019
78.2,193.0,61.6,1.2,18.8,3.2,4.9,75.4,16.5373567075626
95.5,172.0,85.6,4.4,0.9,0.3,4.1,95.4674157303371,28.9345592212007
93.9,177.0,59.8,2.8,6.6,4.2,8.7,92.2,19.0877461776629
95.6,165.0,59.9,1.7,2.3,2.9,8.6,94.4,22.0018365472911
81.1,184.0,68.7,1.6,0.9,1.9,10.8,81.4,20.2918241965974
84.7,181.0,82.6,1.9,17.0,1.9,4.3,79.5,25.2129055889625
72.6,208.0,58.0,0.5,7.3,1.1,11.7,69.2,13.4060650887574
86.4,205.0,52.7,1.5,22.0,0.7,9.0,81.0,12.5401546698394
78.8,171.0,88.6,2.7,13.1,2.4,8.3,74.7,30.2999213433193
83.5,189.0,121.7,1.3,4.7,5.0,9.9,79.9,34.0695949161558
68.6183516483517,209.0,124.4,2.8,7.3,2.1,11.0,65.0,28.4792014834825
87.7,209.0,149.4,2.2,19.4,4.0,2.1,82.0,34.2025136787162
91.3,206.0,78.8,1.0,1.4,1.7,9.8,90.8,18.569139409935
95.9183516483517,175.0,104.1,2.3,16.5,1.5,11.0,93.7,33.9918367346939
87.4,183.0,96.0,0.9,16.3,0.5,6.1,84.1,28.6661291767446
90.0,203.0,97.0,4.3,2.6,0.9,6.0,91.2,23.5385474046932
83.9,174.0,115.2,4.95212454212454,2.4,2.3,6.8,85.8,38.0499405469679
72.0,181.0,61.1,2.7,4.3,4.7,11.7,71.2,18.650224352126
95.9183516483517,200.0,71.5,2.5,7.6,0.5,7.3,95.4674157303371,17.875
79.6,186.0,117.7,4.4,0.2,5.9,2.5,81.2,34.0212741357382
81.6,201.0,65.6,2.8,16.6,0.9,4.2,78.9,16.2372218509443
95.6,202.0,65.1,1.7,12.0,2.9,7.0,93.3,15.9543182040976
83.7,197.0,60.7,0.8,18.8,5.3,10.0,79.6,15.640701899044
77.1,178.0,145.8,0.2,10.0,1.1,4.3,70.7,46.0169170559273
79.8,187.0,56.7,2.8,11.2,4.2,5.9,76.2,16.2143612914296
83.9,189.0,53.3,2.5,11.6,1.3,8.8,83.0,14.9211948153747
76.5,179.0,73.9,1.6,3.6,1.1,5.3,75.5,23.0641989950376
83.4,196.0,120.1,2.4,7.9,1.4,5.8,81.9,31.2630154102457
87.1,200.0,101.1,4.2,10.1,4.8,5.2,86.6,25.275
70.6,191.0,76.3,2.5,19.4,4.0,6.6,64.8674157303371,20.9149968476741
78.6,171.0,114.4,2.5,3.2,0.5,10.7,77.9,39.1231490031121
84.6,188.0,137.8,2.3,8.6,1.3,6.8,82.1,38.9882299683115
88.2,185.0,90.7,1.5,0.2,0.3,9.6,88.7,26.5010956902849
74.4,204.0,114.9,1.2,6.0,3.7,5.9,72.0,27.6095732410611
80.0,182.0,76.1,2.0,19.5,3.8,4.1,75.2,22.974278468784
86.4,183.0,89.6,2.8,6.8,0.6,2.2,85.5,26.755053898295
79.6,172.0,114.8,3.3,6.4,0.2,5.4,79.0,38.8047593293672
87.8,182.0,73.5,0.7,15.5,2.0,7.2,83.6,22.189349112426
81.8,193.0,121.7,2.0,1.6,1.4,6.0,81.6,32.6720180407528
91.9,177.0,54.7,1.9,7.2,4.4,2.1,90.3,17.4598614702033
80.8,180.0,99.3,0.7,16.4,2.5,3.7,77.6,30.6481481481481
70.9,195.0,66.5,2.4,0.7,2.0,4.9,72.5,17.4884944115713
95.9183516483517,188.0,109.0,0.7,17.5,5.2,11.1,92.2,30.8397464916252
83.8,181.0,125.6,1.7,11.8,1.1,9.0,79.9,38.3382680626354
95.9183516483517,174.0,121.4,2.5,13.7,1.3,5.8,91.9,40.0977672083499
76.8,173.0,118.5,4.4,15.5,0.4,2.5,72.6,39.5937051020749
86.7,193.0,63.6,3.5,0.2,0.7,2.9,89.3,17.0742838733926
80.2,189.0,81.9,2.9,0.0,4.0,8.3,81.6,22.9276895943563
74.4,178.0,99.1,4.1,19.3,2.3,5.7,69.3,31.2776164625679
87.9,182.0,78.3,3.0,10.5,1.2,8.3,86.2,23.6384494626253
83.0,188.0,52.5,0.6,15.5,2.8,1.4,78.0,14.8540063377094
82.0,158.0,101.9,1.6,7.1,4.0,6.6,78.4,40.8187790418202
71.3,191.0,75.4,1.6,0.3,0.8,2.8,71.8,20.6682930840712
77.9,183.0,58.6,4.1,18.9,5.5,6.5,74.2,17.4982830183045
80.4,163.0,111.7,1.9,8.4,3.7,5.1,76.7,42.0414769091799
81.5,182.0,72.3,1.8,15.5,0.2,4.3,77.3,21.8270740248762
84.7,190.0,70.4,1.4,22.0,0.9,4.2,82.6,19.5013850415513
78.2,176.0,93.2,3.8,0.0,1.6,6.5,81.0,30.0878099173554
81.9,191.0,101.2,1.7,6.7,0.4,8.1,79.2,27.7404676406897
74.4,177.0,84.2,3.6,19.1,3.6,3.1,71.1,26.8760573270771
77.8,193.0,122.1,0.7,4.9,0.6,7.9,76.2,32.7794034739188
79.2,175.0,95.9,4.5,15.7,0.3,6.6,76.1,31.3142857142857
81.1,188.0,117.2,0.8,18.4,2.2,3.3,74.6,33.1598008148484
71.6,196.0,60.1,4.6,0.7,5.4,2.6,72.9,15.6445231153686
87.9,175.0,80.5,2.6,0.5,2.0,3.7,89.5,26.2857142857143
79.9,178.0,61.6,0.6,3.4,0.5,10.3,78.4,19.4419896477717
73.6,203.0,121.4,1.5,1.2,5.8,4.4,72.4,29.4595840714407
85.8,182.0,63.6,1.1,13.4,1.3,9.7,82.4,19.2005796401401
95.6,188.0,61.6,1.8,20.0,0.5,11.7,88.4,17.428700769579
95.9183516483517,190.0,91.9,1.6,0.4,2.8,6.2,95.4674157303371,25.4570637119114
78.8,174.0,50.1,1.8,1.4,0.6,4.9,79.7,16.5477606024574
87.0,174.0,125.6,2.5,8.6,1.3,5.7,84.9,41.4850046241247
82.5,156.880283410701,68.7,3.3,10.6,1.5,2.3,80.3,28.5952133194589
91.5,180.0,65.0,4.4,12.2,4.0,4.4,89.8,20.0617283950617
77.8,183.0,89.1,1.6,13.2,0.9,5.6,74.7,26.6057511421661
77.9,195.0,62.1,3.2,19.2,2.7,5.3,75.7,16.3313609467456
76.1,204.0,108.8,3.9,15.9,4.9,7.9,73.0,26.1437908496732
71.7,173.0,125.2,1.7,4.5,0.6,7.6,70.6,41.8323365297872
82.3,205.0,96.5,2.5,18.0,5.0,6.1,78.4,22.9625223081499
90.3,172.0,72.8,3.9,16.5,0.2,9.0,87.4,24.6078961600865
83.1,166.0,76.0,1.7,0.6,5.9,6.7,83.6,27.5802003193497
75.2,187.0,73.6,2.6,1.9,3.3,9.3,76.0,21.0472132460179
85.0,195.0,70.6,0.7,0.4,0.5,7.4,85.0,18.5667324128863
91.7,192.0,79.7,1.5,21.1,0.6,3.0,87.0,21.6200086805556
68.6183516483517,197.0,74.1,4.4,19.7,1.9,10.0,64.8674157303371,19.093509237548
68.6183516483517,203.0,100.7,1.7,0.4,2.1,5.8,65.9,24.4364095221918
78.0,186.0,85.9,1.3,0.1,0.4,6.0,78.5,24.8294600531853
79.2,165.0,111.8,0.8,1.8,0.6,8.8,77.1,41.0651974288338
69.6,181.0,142.3,1.6,19.2,4.2,6.0,64.8674157303371,43.4357925582247
68.6183516483517,178.0,111.3,2.6,0.4,3.0,7.7,65.3,35.1281403863149
95.9183516483517,181.0,62.0,1.3,12.3,2.9,8.9,94.5,18.9249412411099
89.1,188.0,132.8,2.7,2.0,5.3,6.6,88.6,37.5735626980534
81.2,191.0,116.7,1.0,8.9,1.9,7.9,78.6,31.9892546805186
72.8,181.0,107.4,4.3,0.1,1.9,8.8,77.0,32.7828820854064
83.8,188.0,87.4,0.2,15.8,5.6,5.5,78.9,24.7283838841105
85.1,207.0,102.0,3.5,8.1,2.0,4.2,85.7,23.8045228593433
89.6,199.0,118.4,2.3,6.1,0.3,10.2,88.8,29.8982348930583
80.7,193.0,77.9,3.6,19.3,2.7,3.5,80.0,20.9133131090768
78.5,177.0,59.0,1.7,2.5,5.1,8.2,77.2,18.8323917137476
82.8,181.0,119.4,1.7,1.2,0.5,9.3,82.2,36.4457739385245
82.5,173.0,98.9,3.4,9.3,2.0,9.2,80.1,33.0448728657824
88.0,192.0,83.0,4.95212454212454,10.6,0.6,4.6,89.3,22.5151909722222
95.9183516483517,186.0,82.2,4.7,0.2,1.0,6.6,95.4674157303371,23.7599722511273
75.7,167.0,120.8,3.8,9.5,1.1,3.5,72.7,43.3145684678547
88.1,169.0,92.1,1.8,15.3,0.9,2.7,84.5,32.2467700710759
80.4,182.0,124.3,3.7,1.1,2.0,8.7,81.0,37.5256611520348
77.4,187.0,51.0,1.9,3.2,0.7,5.4,77.4,14.5843461351483
85.1,187.0,57.5,2.4,15.0,5.5,1.1,81.4,16.4431353484515
78.2,186.0,90.9,4.5,10.6,0.6,2.4,78.5,26.2747138397503
71.4,174.0,62.3,3.5,17.1,0.2,4.2,69.2,20.5773550006606
80.9,199.0,81.6,3.2,2.3,1.3,3.8,83.0,20.6055402641347
95.9183516483517,181.0,89.5,4.6,0.3,0.7,6.1,95.4674157303371,27.3190684045054
79.4,188.0,128.7,1.6,10.0,4.0,7.5,76.5,36.4135355364418
81.5,210.880283410701,60.2,1.8,3.1,3.3,4.6,81.0,13.3944464222143
82.2,174.0,106.7,1.6,1.7,2.3,6.2,81.3,35.2424362531378
79.7,178.0,75.2,1.4,13.0,4.5,4.6,76.2,23.7343769726045
86.8,182.0,93.5,1.6,0.7,3.6,8.8,85.7,28.2272672382562
79.8,168.0,109.7,1.4,14.6,5.3,9.5,71.8,38.8676303854875
79.9,185.0,120.8,0.4,9.6,2.8,7.1,77.9,35.2958363769175
79.5,174.0,133.0,2.9,4.8,0.3,3.8,78.3,43.9291848328709
87.1,164.0,58.1,2.4,21.9,0.8,6.0,80.5,21.6017251635931
78.1,172.0,58.9,0.5,8.2,0.7,2.7,75.5,19.9094104921579
87.3,209.0,80.9,1.4,6.7,1.3,9.1,86.2,18.520638263776
78.3,176.0,55.0,1.4,10.4,0.4,5.6,76.0,17.7556818181818
70.9,207.0,76.9,1.6,0.2,2.9,5.4,71.2,17.9467432145441
90.5,186.0,57.8,2.9,0.1,1.1,5.6,91.6,16.7071337726905
70.5,189.0,68.3,1.3,18.8,2.4,11.6,66.3,19.1204053637916
95.5,170.0,107.5,2.4,21.4,1.9,7.0,89.3,37.19723183391
82.8,158.0,82.8,1.2,20.2,1.0,8.2,76.1,33.1677615766704
82.1,182.0,119.4,2.5,4.5,5.8,4.0,80.9,36.0463712112064
76.1,188.0,115.7,1.4,21.3,4.2,6.5,70.7,32.7354006337709
81.3,200.0,110.2,4.95212454212454,0.2,0.3,9.1,86.8,27.55
71.8,190.0,126.6,3.7,3.9,0.3,8.6,74.1,35.0692520775623
83.5,194.0,70.0,2.2,0.3,2.9,9.9,82.8,18.5992135189712
74.2,188.0,101.2,0.8,0.1,4.1,7.9,73.1,28.6328655500226
79.8,177.0,119.0,0.4,14.4,1.4,4.4,76.1,37.9839765073893
92.9,199.0,86.6,1.3,15.8,5.6,8.5,87.3,21.8681346430646
80.8,159.0,52.3,1.4,2.0,0.2,3.2,81.3,20.6874728056643
90.4,192.0,63.5,0.8,17.6,0.6,3.1,83.6,17.2254774305556
92.9,181.0,55.6,0.7,11.4,1.5,0.7,91.1,16.9713989194469
87.7,163.0,92.3,1.3,19.9,4.9,10.2,81.4,34.7397342767887
81.2,203.0,118.3,2.8,0.0,3.9,4.5,81.4,28.7073212162392
79.0,189.0,50.6,1.8,0.3,2.2,7.6,79.2,14.1653369166597
87.2,176.0,86.5,1.3,4.4,1.7,9.2,85.4,27.9248450413223
84.0,188.0,91.5,1.9,0.1,0.5,3.3,85.1,25.888411045722
80.4,186.0,92.8,2.7,5.1,1.3,4.1,81.0,26.8239102786449
78.6,168.0,151.330941621886,2.5,11.5,3.4,10.0,70.6,46.1016058693084
91.0,207.0,60.9,1.7,11.0,0.6,8.0,88.1,14.2127004130785
80.7,185.0,73.8,2.6,11.6,1.3,7.4,78.7,21.563184806428
77.6,176.0,61.8,1.1,1.9,5.4,9.7,76.3,19.9509297520661
78.5,162.0,101.4,4.6,6.3,0.3,8.4,78.1,38.6374028349337
78.1,204.0,114.8,0.1,0.0,4.8,2.6,77.0,27.5855440215302
77.4,197.0,96.2,2.4,3.6,4.7,2.3,77.3,24.7880646241851
81.9,182.0,78.8,4.2,3.6,1.1,2.3,82.7,23.789397415771
95.9183516483517,191.0,91.0,2.1,12.4,3.0,5.2,95.4674157303371,24.9444916531893
85.0,201.0,122.6,0.2,15.4,0.2,7.9,80.2,30.3457835202099
79.5,204.0,61.0,1.3,19.1,4.8,1.6,73.7,14.6578239138793
86.4,174.0,151.330941621886,2.4,16.9,5.2,0.7,76.9,46.1016058693084
73.4,179.0,52.7,2.7,12.2,6.0,4.3,70.6,16.4476764145938
87.3,174.0,151.330941621886,2.3,11.9,0.0,6.6,83.6,46.1016058693084
95.9183516483517,184.0,80.8,4.9,7.9,0.0,4.1,95.4674157303371,23.8657844990548
79.0,180.0,151.330941621886,2.3,0.1,5.6,5.5,77.0,46.1016058693084
77.0,160.0,113.2,3.6,7.8,4.0,1.6,75.6,44.21875
82.0,192.0,89.2,4.95212454212454,1.4,5.2,10.8,84.2,24.1970486111111
78.7,173.0,151.330941621886,2.0,21.4,0.3,1.0,71.0,46.1016058693084
92.1,205.0,120.2,2.2,14.6,4.8,4.2,88.9,28.6020226055919
68.6183516483517,176.0,113.6,1.9,11.1,4.2,4.2,64.8674157303371,36.6735537190083
72.9,193.0,127.9,3.8,1.9,0.2,7.7,73.9,34.3364922548256
85.8,202.0,79.3,4.5,3.1,2.8,9.0,87.9,19.4343691794922
78.3,185.0,71.5,2.4,11.3,1.3,8.8,76.8,20.891161431702
75.7,176.0,121.9,2.9,8.9,0.5,7.2,72.7,39.3530475206612
92.7,201.0,64.9,1.7,0.2,1.2,10.1,93.6,16.0639588129007
73.0,171.0,87.8,2.2,15.8,0.2,8.0,67.8,30.0263328887521
87.2,160.0,110.7,4.95212454212454,8.1,3.0,5.5,88.5,43.2421875
93.3,175.0,88.6,3.4,14.2,6.0,5.7,89.4,28.930612244898
77.5,191.0,80.3,2.6,11.8,0.2,5.5,73.7,22.0114580192429
95.9183516483517,183.0,112.2,3.8,16.1,0.6,7.6,95.4674157303371,33.5035384753202
93.1,171.0,54.8,4.3,9.4,0.7,9.2,92.6,18.7408091378544
72.6,180.0,83.4,2.0,0.3,0.9,10.9,73.1,25.7407407407407
85.8,174.0,82.6,3.2,9.8,1.1,3.0,85.9,27.2823358435725
68.6183516483517,174.0,85.6,1.6,6.7,5.3,7.3,64.8674157303371,28.2732197119831
85.1,174.0,88.1,2.8,8.4,0.4,8.6,84.0,29.0989562689919
76.3,210.880283410701,122.5,2.0,4.3,1.3,4.7,75.8,26.7490610533671
84.8,175.0,98.9,0.5,2.7,0.4,6.6,83.1,32.2938775510204
76.1,176.0,75.0,4.2,0.2,0.8,6.6,78.5,24.2122933884298
95.9183516483517,158.0,72.4,1.5,3.1,5.9,6.1,95.4674157303371,29.0017625380548
78.6,161.0,77.6,2.9,1.5,0.6,5.0,79.0,29.937116623587
79.8,178.0,137.0,4.95212454212454,19.8,3.7,3.9,74.1,43.2394899633885
87.6,193.0,94.7,1.0,1.0,2.0,9.3,86.8,25.4235013020484
94.1,185.0,122.4,3.6,0.2,5.9,5.5,94.7,35.763330898466
76.2,198.0,51.4,2.8,10.3,4.4,9.5,74.6,13.110907050301
68.6183516483517,174.0,61.0,2.4,9.7,1.0,6.6,66.7,20.147971991016
95.9183516483517,196.0,122.9,1.2,0.7,2.4,8.8,95.4674157303371,31.9918783840067
88.0,203.0,120.6,1.8,6.9,0.8,10.3,87.1,29.2654517217113
74.9,175.0,142.0,3.0,12.1,4.3,6.7,70.4,46.1016058693084
86.3,181.0,64.9,0.1,0.2,0.4,3.8,86.0,19.8101401056134
87.4,191.0,98.8,3.3,9.2,0.9,10.4,87.5,27.0825909377484
76.5,180.0,139.9,2.2,2.4,4.6,7.8,73.0,43.179012345679
84.8,198.0,87.3,2.8,17.1,3.5,3.3,81.7,22.2681359044995
89.1,189.0,70.1,2.5,15.6,0.7,7.0,87.6,19.6243106296016
75.8,186.0,107.6,3.9,12.3,3.4,5.1,74.0,31.1018614868771
93.2,200.0,108.5,4.95212454212454,15.8,4.9,8.9,88.0,27.125
74.8,186.0,64.5,2.0,6.8,2.8,2.7,73.3,18.6437738466875
95.9183516483517,206.0,106.6,2.9,7.7,3.9,9.8,95.4674157303371,25.1201809784146
88.1,157.0,71.4,1.8,10.3,0.6,6.1,87.3,28.9666923607449
81.3,166.0,69.3,0.8,9.9,1.6,4.1,79.2,25.1487879227754
74.7,192.0,101.8,3.2,20.2,4.7,4.8,71.4,27.6150173611111
79.5,188.0,109.7,1.6,14.2,4.5,5.6,74.5,31.0377999094613
94.7,177.0,78.2,1.9,1.5,0.3,6.8,95.2,24.960898847713
81.0,181.0,121.6,1.0,3.8,1.8,6.7,78.8,37.1173041115961
81.2,177.0,104.5,3.4,6.8,0.6,4.4,80.8,33.3556768489259
88.7,192.0,62.8,0.6,11.1,4.4,3.8,86.3,17.0355902777778
72.1,175.0,126.7,3.4,8.3,0.5,0.7,71.3,41.3714285714286
77.6,185.0,98.9,2.2,20.7,3.9,5.2,73.3,28.8970051132213
85.4,205.0,97.1,2.0,9.8,4.4,2.5,83.9,23.1052944675788
74.9,195.0,120.2,2.9,15.3,2.0,10.9,71.1,31.6107823800132
84.7,197.0,151.330941621886,2.9,7.8,0.6,2.0,82.8,39.8103532685717
84.2,182.0,103.8,1.6,5.0,0.8,4.0,82.9,31.3367950730588
76.7,202.0,105.0,1.6,4.2,0.5,4.4,76.0,25.7327712969317
89.0,196.0,80.2,1.6,11.5,0.7,10.4,84.6,20.8767180341524
68.6183516483517,210.880283410701,82.8,1.6,0.5,0.6,3.8,67.3,18.4229263082948
79.1,192.0,112.5,3.6,21.4,4.1,6.5,74.4,30.517578125
72.5,192.0,82.9,2.3,17.2,1.0,8.3,70.2,22.4880642361111
86.0,168.0,143.7,2.3,3.8,0.9,9.1,82.6,46.1016058693084
79.1,175.0,83.3,2.1,0.4,0.9,8.1,80.0,27.2
76.7,197.0,122.5,1.4,7.5,3.1,7.4,73.7,31.5648432064727
76.7,185.0,108.1,2.5,16.6,4.7,7.5,73.5,31.5850986121256
83.0,156.880283410701,92.1,1.7,7.7,1.3,8.1,79.4,38.3350676378772
77.6,175.0,70.4,1.6,11.5,1.0,6.5,75.6,22.9877551020408
86.4,183.0,97.5,3.1,21.3,3.0,12.4829548229548,80.7,29.1140374451312
82.2062038401159,204.0,72.0,1.0,9.9,0.4,5.4,83.0,17.3010380622837
80.2,207.0,96.4,4.4,0.1,1.8,12.0,82.9,22.4976078788303
84.8,163.0,107.0,4.6,0.2,5.1,3.0,84.6,40.272498024013
68.6183516483517,183.0,66.6,3.3,0.3,2.8,6.2,67.4,19.8871271163666
95.0,181.0,74.6,1.5,4.9,0.6,5.1,94.6,22.7709776868838
87.7,169.0,72.2,0.5,14.3,0.4,2.6,84.7,25.279226917825
80.5,173.0,143.0,1.8,10.3,1.1,7.0,76.4,46.1016058693084
78.1,189.0,59.2,1.9,20.5,1.0,8.3,73.8,16.572884297752
86.1,174.0,100.5,1.6,1.4,3.8,5.2,85.2,33.1946095917558
